period,timedelta,dst
train_c,2157 days 00:00:00,2
train_c,2157 days 01:00:00,2
train_c,2157 days 02:00:00,2
train_c,2157 days 03:00:00,-1
train_c,2157 days 04:00:00,-13
train_c,2157 days 05:00:00,-23
train_c,2157 days 06:00:00,-27
train_c,2157 days 07:00:00,-20
train_c,2157 days 08:00:00,-13
train_c,2157 days 09:00:00,-7
train_c,2157 days 10:00:00,-8
train_c,2157 days 11:00:00,-11
train_c,2157 days 12:00:00,-12
train_c,2157 days 13:00:00,-15
train_c,2157 days 14:00:00,-11
train_c,2157 days 15:00:00,-9
train_c,2157 days 16:00:00,-9
train_c,2157 days 17:00:00,-8
train_c,2157 days 18:00:00,-8
train_c,2157 days 19:00:00,-9
train_c,2157 days 20:00:00,-9
train_c,2157 days 21:00:00,-9
train_c,2157 days 22:00:00,-11
train_c,2157 days 23:00:00,-11
train_c,2158 days 00:00:00,-10
train_c,2158 days 01:00:00,-10
train_c,2158 days 02:00:00,-9
train_c,2158 days 03:00:00,-5
train_c,2158 days 04:00:00,-5
train_c,2158 days 05:00:00,-5
train_c,2158 days 06:00:00,-5
train_c,2158 days 07:00:00,-3
train_c,2158 days 08:00:00,0
train_c,2158 days 09:00:00,1
train_c,2158 days 10:00:00,1
train_c,2158 days 11:00:00,4
train_c,2158 days 12:00:00,8
train_c,2158 days 13:00:00,8
train_c,2158 days 14:00:00,6
train_c,2158 days 15:00:00,4
train_c,2158 days 16:00:00,1
train_c,2158 days 17:00:00,-1
train_c,2158 days 18:00:00,-2
train_c,2158 days 19:00:00,-4
train_c,2158 days 20:00:00,-7
train_c,2158 days 21:00:00,-9
train_c,2158 days 22:00:00,-10
train_c,2158 days 23:00:00,-8
train_c,2159 days 00:00:00,-9
train_c,2159 days 01:00:00,-7
train_c,2159 days 02:00:00,-6
train_c,2159 days 03:00:00,-5
train_c,2159 days 04:00:00,-4
train_c,2159 days 05:00:00,-7
train_c,2159 days 06:00:00,-5
train_c,2159 days 07:00:00,-8
train_c,2159 days 08:00:00,-8
train_c,2159 days 09:00:00,-8
train_c,2159 days 10:00:00,-9
train_c,2159 days 11:00:00,-9
train_c,2159 days 12:00:00,-7
train_c,2159 days 13:00:00,-6
train_c,2159 days 14:00:00,-7
train_c,2159 days 15:00:00,-6
train_c,2159 days 16:00:00,-7
train_c,2159 days 17:00:00,-4
train_c,2159 days 18:00:00,-2
train_c,2159 days 19:00:00,-4
train_c,2159 days 20:00:00,-5
train_c,2159 days 21:00:00,-15
train_c,2159 days 22:00:00,-14
train_c,2159 days 23:00:00,-11
train_c,2160 days 00:00:00,-10
train_c,2160 days 01:00:00,-10
train_c,2160 days 02:00:00,-10
train_c,2160 days 03:00:00,-11
train_c,2160 days 04:00:00,-13
train_c,2160 days 05:00:00,-11
train_c,2160 days 06:00:00,-9
train_c,2160 days 07:00:00,-10
train_c,2160 days 08:00:00,-10
train_c,2160 days 09:00:00,-15
train_c,2160 days 10:00:00,-15
train_c,2160 days 11:00:00,-13
train_c,2160 days 12:00:00,-12
train_c,2160 days 13:00:00,-9
train_c,2160 days 14:00:00,-8
train_c,2160 days 15:00:00,-11
train_c,2160 days 16:00:00,-12
train_c,2160 days 17:00:00,-7
train_c,2160 days 18:00:00,-3
train_c,2160 days 19:00:00,-3
train_c,2160 days 20:00:00,-3
train_c,2160 days 21:00:00,1
train_c,2160 days 22:00:00,1
train_c,2160 days 23:00:00,5
train_c,2161 days 00:00:00,-3
train_c,2161 days 01:00:00,-20
train_c,2161 days 02:00:00,-16
train_c,2161 days 03:00:00,-12
train_c,2161 days 04:00:00,-9
train_c,2161 days 05:00:00,-11
train_c,2161 days 06:00:00,-8
train_c,2161 days 07:00:00,-4
train_c,2161 days 08:00:00,-4
train_c,2161 days 09:00:00,-6
train_c,2161 days 10:00:00,-11
train_c,2161 days 11:00:00,-19
train_c,2161 days 12:00:00,-23
train_c,2161 days 13:00:00,-24
train_c,2161 days 14:00:00,-20
train_c,2161 days 15:00:00,-21
train_c,2161 days 16:00:00,-23
train_c,2161 days 17:00:00,-21
train_c,2161 days 18:00:00,-19
train_c,2161 days 19:00:00,-18
train_c,2161 days 20:00:00,-19
train_c,2161 days 21:00:00,-22
train_c,2161 days 22:00:00,-24
train_c,2161 days 23:00:00,-21
train_c,2162 days 00:00:00,-22
train_c,2162 days 01:00:00,-23
train_c,2162 days 02:00:00,-24
train_c,2162 days 03:00:00,-25
train_c,2162 days 04:00:00,-29
train_c,2162 days 05:00:00,-30
train_c,2162 days 06:00:00,-30
train_c,2162 days 07:00:00,-16
train_c,2162 days 08:00:00,-15
train_c,2162 days 09:00:00,-15
train_c,2162 days 10:00:00,-25
train_c,2162 days 11:00:00,-24
train_c,2162 days 12:00:00,-20
train_c,2162 days 13:00:00,-13
train_c,2162 days 14:00:00,-10
train_c,2162 days 15:00:00,-12
train_c,2162 days 16:00:00,-8
train_c,2162 days 17:00:00,-8
train_c,2162 days 18:00:00,-8
train_c,2162 days 19:00:00,-9
train_c,2162 days 20:00:00,-22
train_c,2162 days 21:00:00,-32
train_c,2162 days 22:00:00,-33
train_c,2162 days 23:00:00,-28
train_c,2163 days 00:00:00,-23
train_c,2163 days 01:00:00,-17
train_c,2163 days 02:00:00,-14
train_c,2163 days 03:00:00,-13
train_c,2163 days 04:00:00,-12
train_c,2163 days 05:00:00,-9
train_c,2163 days 06:00:00,-10
train_c,2163 days 07:00:00,-9
train_c,2163 days 08:00:00,-13
train_c,2163 days 09:00:00,-11
train_c,2163 days 10:00:00,-10
train_c,2163 days 11:00:00,-10
train_c,2163 days 12:00:00,-11
train_c,2163 days 13:00:00,-10
train_c,2163 days 14:00:00,-6
train_c,2163 days 15:00:00,-10
train_c,2163 days 16:00:00,-16
train_c,2163 days 17:00:00,-14
train_c,2163 days 18:00:00,-19
train_c,2163 days 19:00:00,-19
train_c,2163 days 20:00:00,-16
train_c,2163 days 21:00:00,-16
train_c,2163 days 22:00:00,-15
train_c,2163 days 23:00:00,-17
train_c,2164 days 00:00:00,-17
train_c,2164 days 01:00:00,-16
train_c,2164 days 02:00:00,-11
train_c,2164 days 03:00:00,-12
train_c,2164 days 04:00:00,-12
train_c,2164 days 05:00:00,-14
train_c,2164 days 06:00:00,-19
train_c,2164 days 07:00:00,-21
train_c,2164 days 08:00:00,-19
train_c,2164 days 09:00:00,-18
train_c,2164 days 10:00:00,-19
train_c,2164 days 11:00:00,-22
train_c,2164 days 12:00:00,-24
train_c,2164 days 13:00:00,-21
train_c,2164 days 14:00:00,-17
train_c,2164 days 15:00:00,-16
train_c,2164 days 16:00:00,-17
train_c,2164 days 17:00:00,-15
train_c,2164 days 18:00:00,-19
train_c,2164 days 19:00:00,-21
train_c,2164 days 20:00:00,-21
train_c,2164 days 21:00:00,-16
train_c,2164 days 22:00:00,-19
train_c,2164 days 23:00:00,-25
train_c,2165 days 00:00:00,-27
train_c,2165 days 01:00:00,-22
train_c,2165 days 02:00:00,-19
train_c,2165 days 03:00:00,-18
train_c,2165 days 04:00:00,-18
train_c,2165 days 05:00:00,-19
train_c,2165 days 06:00:00,-20
train_c,2165 days 07:00:00,-19
train_c,2165 days 08:00:00,-7
train_c,2165 days 09:00:00,-20
train_c,2165 days 10:00:00,-41
train_c,2165 days 11:00:00,-36
train_c,2165 days 12:00:00,-16
train_c,2165 days 13:00:00,-29
train_c,2165 days 14:00:00,-43
train_c,2165 days 15:00:00,-55
train_c,2165 days 16:00:00,-51
train_c,2165 days 17:00:00,-46
train_c,2165 days 18:00:00,-37
train_c,2165 days 19:00:00,-46
train_c,2165 days 20:00:00,-44
train_c,2165 days 21:00:00,-44
train_c,2165 days 22:00:00,-50
train_c,2165 days 23:00:00,-61
train_c,2166 days 00:00:00,-64
train_c,2166 days 01:00:00,-54
train_c,2166 days 02:00:00,-63
train_c,2166 days 03:00:00,-68
train_c,2166 days 04:00:00,-59
train_c,2166 days 05:00:00,-65
train_c,2166 days 06:00:00,-71
train_c,2166 days 07:00:00,-76
train_c,2166 days 08:00:00,-75
train_c,2166 days 09:00:00,-70
train_c,2166 days 10:00:00,-68
train_c,2166 days 11:00:00,-70
train_c,2166 days 12:00:00,-75
train_c,2166 days 13:00:00,-79
train_c,2166 days 14:00:00,-81
train_c,2166 days 15:00:00,-74
train_c,2166 days 16:00:00,-67
train_c,2166 days 17:00:00,-64
train_c,2166 days 18:00:00,-69
train_c,2166 days 19:00:00,-68
train_c,2166 days 20:00:00,-72
train_c,2166 days 21:00:00,-70
train_c,2166 days 22:00:00,-72
train_c,2166 days 23:00:00,-68
train_c,2167 days 00:00:00,-65
train_c,2167 days 01:00:00,-57
train_c,2167 days 02:00:00,-48
train_c,2167 days 03:00:00,-43
train_c,2167 days 04:00:00,-41
train_c,2167 days 05:00:00,-42
train_c,2167 days 06:00:00,-49
train_c,2167 days 07:00:00,-53
train_c,2167 days 08:00:00,-46
train_c,2167 days 09:00:00,-42
train_c,2167 days 10:00:00,-40
train_c,2167 days 11:00:00,-35
train_c,2167 days 12:00:00,-43
train_c,2167 days 13:00:00,-42
train_c,2167 days 14:00:00,-43
train_c,2167 days 15:00:00,-50
train_c,2167 days 16:00:00,-54
train_c,2167 days 17:00:00,-54
train_c,2167 days 18:00:00,-46
train_c,2167 days 19:00:00,-47
train_c,2167 days 20:00:00,-48
train_c,2167 days 21:00:00,-50
train_c,2167 days 22:00:00,-46
train_c,2167 days 23:00:00,-44
train_c,2168 days 00:00:00,-37
train_c,2168 days 01:00:00,-37
train_c,2168 days 02:00:00,-37
train_c,2168 days 03:00:00,-37
train_c,2168 days 04:00:00,-35
train_c,2168 days 05:00:00,-34
train_c,2168 days 06:00:00,-33
train_c,2168 days 07:00:00,-33
train_c,2168 days 08:00:00,-34
train_c,2168 days 09:00:00,-34
train_c,2168 days 10:00:00,-30
train_c,2168 days 11:00:00,-31
train_c,2168 days 12:00:00,-30
train_c,2168 days 13:00:00,-28
train_c,2168 days 14:00:00,-28
train_c,2168 days 15:00:00,-30
train_c,2168 days 16:00:00,-30
train_c,2168 days 17:00:00,-30
train_c,2168 days 18:00:00,-29
train_c,2168 days 19:00:00,-29
train_c,2168 days 20:00:00,-33
train_c,2168 days 21:00:00,-37
train_c,2168 days 22:00:00,-43
train_c,2168 days 23:00:00,-41
train_c,2169 days 00:00:00,-41
train_c,2169 days 01:00:00,-37
train_c,2169 days 02:00:00,-32
train_c,2169 days 03:00:00,-33
train_c,2169 days 04:00:00,-35
train_c,2169 days 05:00:00,-36
train_c,2169 days 06:00:00,-37
train_c,2169 days 07:00:00,-36
train_c,2169 days 08:00:00,-34
train_c,2169 days 09:00:00,-32
train_c,2169 days 10:00:00,-32
train_c,2169 days 11:00:00,-33
train_c,2169 days 12:00:00,-32
train_c,2169 days 13:00:00,-30
train_c,2169 days 14:00:00,-29
train_c,2169 days 15:00:00,-28
train_c,2169 days 16:00:00,-29
train_c,2169 days 17:00:00,-30
train_c,2169 days 18:00:00,-29
train_c,2169 days 19:00:00,-30
train_c,2169 days 20:00:00,-31
train_c,2169 days 21:00:00,-31
train_c,2169 days 22:00:00,-31
train_c,2169 days 23:00:00,-28
train_c,2170 days 00:00:00,-25
train_c,2170 days 01:00:00,-22
train_c,2170 days 02:00:00,-21
train_c,2170 days 03:00:00,-22
train_c,2170 days 04:00:00,-21
train_c,2170 days 05:00:00,-21
train_c,2170 days 06:00:00,-21
train_c,2170 days 07:00:00,-20
train_c,2170 days 08:00:00,-19
train_c,2170 days 09:00:00,-17
train_c,2170 days 10:00:00,-18
train_c,2170 days 11:00:00,-19
train_c,2170 days 12:00:00,-20
train_c,2170 days 13:00:00,-20
train_c,2170 days 14:00:00,-19
train_c,2170 days 15:00:00,-20
train_c,2170 days 16:00:00,-20
train_c,2170 days 17:00:00,-21
train_c,2170 days 18:00:00,-23
train_c,2170 days 19:00:00,-23
train_c,2170 days 20:00:00,-22
train_c,2170 days 21:00:00,-20
train_c,2170 days 22:00:00,-21
train_c,2170 days 23:00:00,-20
train_c,2171 days 00:00:00,-19
train_c,2171 days 01:00:00,-18
train_c,2171 days 02:00:00,-15
train_c,2171 days 03:00:00,-11
train_c,2171 days 04:00:00,-11
train_c,2171 days 05:00:00,-13
train_c,2171 days 06:00:00,-13
train_c,2171 days 07:00:00,-13
train_c,2171 days 08:00:00,-17
train_c,2171 days 09:00:00,-17
train_c,2171 days 10:00:00,-16
train_c,2171 days 11:00:00,-17
train_c,2171 days 12:00:00,-19
train_c,2171 days 13:00:00,-7
train_c,2171 days 14:00:00,-7
train_c,2171 days 15:00:00,-7
train_c,2171 days 16:00:00,-14
train_c,2171 days 17:00:00,-22
train_c,2171 days 18:00:00,-36
train_c,2171 days 19:00:00,-46
train_c,2171 days 20:00:00,-47
train_c,2171 days 21:00:00,-47
train_c,2171 days 22:00:00,-46
train_c,2171 days 23:00:00,-51
train_c,2172 days 00:00:00,-61
train_c,2172 days 01:00:00,-67
train_c,2172 days 02:00:00,-58
train_c,2172 days 03:00:00,-43
train_c,2172 days 04:00:00,-41
train_c,2172 days 05:00:00,-44
train_c,2172 days 06:00:00,-54
train_c,2172 days 07:00:00,-44
train_c,2172 days 08:00:00,-40
train_c,2172 days 09:00:00,-35
train_c,2172 days 10:00:00,-31
train_c,2172 days 11:00:00,-31
train_c,2172 days 12:00:00,-30
train_c,2172 days 13:00:00,-31
train_c,2172 days 14:00:00,-30
train_c,2172 days 15:00:00,-25
train_c,2172 days 16:00:00,-9
train_c,2172 days 17:00:00,-6
train_c,2172 days 18:00:00,-13
train_c,2172 days 19:00:00,-21
train_c,2172 days 20:00:00,-28
train_c,2172 days 21:00:00,-28
train_c,2172 days 22:00:00,-30
train_c,2172 days 23:00:00,-32
train_c,2173 days 00:00:00,-28
train_c,2173 days 01:00:00,-26
train_c,2173 days 02:00:00,-25
train_c,2173 days 03:00:00,-26
train_c,2173 days 04:00:00,-26
train_c,2173 days 05:00:00,-26
train_c,2173 days 06:00:00,-28
train_c,2173 days 07:00:00,-28
train_c,2173 days 08:00:00,-27
train_c,2173 days 09:00:00,-24
train_c,2173 days 10:00:00,-22
train_c,2173 days 11:00:00,-20
train_c,2173 days 12:00:00,-22
train_c,2173 days 13:00:00,-22
train_c,2173 days 14:00:00,-23
train_c,2173 days 15:00:00,-24
train_c,2173 days 16:00:00,-24
train_c,2173 days 17:00:00,-23
train_c,2173 days 18:00:00,-21
train_c,2173 days 19:00:00,-21
train_c,2173 days 20:00:00,-23
train_c,2173 days 21:00:00,-26
train_c,2173 days 22:00:00,-27
train_c,2173 days 23:00:00,-24
train_c,2174 days 00:00:00,-19
train_c,2174 days 01:00:00,-18
train_c,2174 days 02:00:00,-19
train_c,2174 days 03:00:00,-21
train_c,2174 days 04:00:00,-23
train_c,2174 days 05:00:00,-21
train_c,2174 days 06:00:00,-21
train_c,2174 days 07:00:00,-20
train_c,2174 days 08:00:00,-18
train_c,2174 days 09:00:00,-18
train_c,2174 days 10:00:00,-16
train_c,2174 days 11:00:00,-16
train_c,2174 days 12:00:00,-14
train_c,2174 days 13:00:00,-12
train_c,2174 days 14:00:00,-7
train_c,2174 days 15:00:00,-1
train_c,2174 days 16:00:00,1
train_c,2174 days 17:00:00,5
train_c,2174 days 18:00:00,6
train_c,2174 days 19:00:00,4
train_c,2174 days 20:00:00,2
train_c,2174 days 21:00:00,-7
train_c,2174 days 22:00:00,-20
train_c,2174 days 23:00:00,-36
train_c,2175 days 00:00:00,-30
train_c,2175 days 01:00:00,-22
train_c,2175 days 02:00:00,-23
train_c,2175 days 03:00:00,-30
train_c,2175 days 04:00:00,-35
train_c,2175 days 05:00:00,-34
train_c,2175 days 06:00:00,-32
train_c,2175 days 07:00:00,-29
train_c,2175 days 08:00:00,-28
train_c,2175 days 09:00:00,-28
train_c,2175 days 10:00:00,-28
train_c,2175 days 11:00:00,-25
train_c,2175 days 12:00:00,-25
train_c,2175 days 13:00:00,-27
train_c,2175 days 14:00:00,-29
train_c,2175 days 15:00:00,-28
train_c,2175 days 16:00:00,-26
train_c,2175 days 17:00:00,-22
train_c,2175 days 18:00:00,-18
train_c,2175 days 19:00:00,-16
train_c,2175 days 20:00:00,-13
train_c,2175 days 21:00:00,-15
train_c,2175 days 22:00:00,-17
train_c,2175 days 23:00:00,-16
train_c,2176 days 00:00:00,-15
train_c,2176 days 01:00:00,-17
train_c,2176 days 02:00:00,-17
train_c,2176 days 03:00:00,-14
train_c,2176 days 04:00:00,-17
train_c,2176 days 05:00:00,-19
train_c,2176 days 06:00:00,-18
train_c,2176 days 07:00:00,-17
train_c,2176 days 08:00:00,-15
train_c,2176 days 09:00:00,-16
train_c,2176 days 10:00:00,-17
train_c,2176 days 11:00:00,-14
train_c,2176 days 12:00:00,-15
train_c,2176 days 13:00:00,-17
train_c,2176 days 14:00:00,-18
train_c,2176 days 15:00:00,-17
train_c,2176 days 16:00:00,-16
train_c,2176 days 17:00:00,-11
train_c,2176 days 18:00:00,-10
train_c,2176 days 19:00:00,-8
train_c,2176 days 20:00:00,-8
train_c,2176 days 21:00:00,-7
train_c,2176 days 22:00:00,-7
train_c,2176 days 23:00:00,-8
train_c,2177 days 00:00:00,-8
train_c,2177 days 01:00:00,-12
train_c,2177 days 02:00:00,-13
train_c,2177 days 03:00:00,-11
train_c,2177 days 04:00:00,-13
train_c,2177 days 05:00:00,-15
train_c,2177 days 06:00:00,-17
train_c,2177 days 07:00:00,-17
train_c,2177 days 08:00:00,-14
train_c,2177 days 09:00:00,-11
train_c,2177 days 10:00:00,-12
train_c,2177 days 11:00:00,-14
train_c,2177 days 12:00:00,-17
train_c,2177 days 13:00:00,-18
train_c,2177 days 14:00:00,-17
train_c,2177 days 15:00:00,-16
train_c,2177 days 16:00:00,-14
train_c,2177 days 17:00:00,-11
train_c,2177 days 18:00:00,-10
train_c,2177 days 19:00:00,-13
train_c,2177 days 20:00:00,-15
train_c,2177 days 21:00:00,-15
train_c,2177 days 22:00:00,-17
train_c,2177 days 23:00:00,-18
train_c,2178 days 00:00:00,-16
train_c,2178 days 01:00:00,-17
train_c,2178 days 02:00:00,-20
train_c,2178 days 03:00:00,-20
train_c,2178 days 04:00:00,-19
train_c,2178 days 05:00:00,-18
train_c,2178 days 06:00:00,-15
train_c,2178 days 07:00:00,-15
train_c,2178 days 08:00:00,-15
train_c,2178 days 09:00:00,-13
train_c,2178 days 10:00:00,-9
train_c,2178 days 11:00:00,-4
train_c,2178 days 12:00:00,-4
train_c,2178 days 13:00:00,-6
train_c,2178 days 14:00:00,-7
train_c,2178 days 15:00:00,-7
train_c,2178 days 16:00:00,-6
train_c,2178 days 17:00:00,-4
train_c,2178 days 18:00:00,-1
train_c,2178 days 19:00:00,-1
train_c,2178 days 20:00:00,0
train_c,2178 days 21:00:00,-1
train_c,2178 days 22:00:00,-3
train_c,2178 days 23:00:00,-6
train_c,2179 days 00:00:00,-8
train_c,2179 days 01:00:00,-8
train_c,2179 days 02:00:00,-8
train_c,2179 days 03:00:00,-5
train_c,2179 days 04:00:00,-6
train_c,2179 days 05:00:00,-8
train_c,2179 days 06:00:00,-6
train_c,2179 days 07:00:00,-4
train_c,2179 days 08:00:00,-6
train_c,2179 days 09:00:00,-5
train_c,2179 days 10:00:00,-2
train_c,2179 days 11:00:00,0
train_c,2179 days 12:00:00,-3
train_c,2179 days 13:00:00,-7
train_c,2179 days 14:00:00,-9
train_c,2179 days 15:00:00,-10
train_c,2179 days 16:00:00,-10
train_c,2179 days 17:00:00,-9
train_c,2179 days 18:00:00,-8
train_c,2179 days 19:00:00,-6
train_c,2179 days 20:00:00,-7
train_c,2179 days 21:00:00,-8
train_c,2179 days 22:00:00,-10
train_c,2179 days 23:00:00,-11
train_c,2180 days 00:00:00,-10
train_c,2180 days 01:00:00,-9
train_c,2180 days 02:00:00,-8
train_c,2180 days 03:00:00,-6
train_c,2180 days 04:00:00,-5
train_c,2180 days 05:00:00,-7
train_c,2180 days 06:00:00,-8
train_c,2180 days 07:00:00,-7
train_c,2180 days 08:00:00,-8
train_c,2180 days 09:00:00,-5
train_c,2180 days 10:00:00,-3
train_c,2180 days 11:00:00,-1
train_c,2180 days 12:00:00,-3
train_c,2180 days 13:00:00,-7
train_c,2180 days 14:00:00,-10
train_c,2180 days 15:00:00,-11
train_c,2180 days 16:00:00,-12
train_c,2180 days 17:00:00,-11
train_c,2180 days 18:00:00,-11
train_c,2180 days 19:00:00,-14
train_c,2180 days 20:00:00,-17
train_c,2180 days 21:00:00,-20
train_c,2180 days 22:00:00,-21
train_c,2180 days 23:00:00,-18
train_c,2181 days 00:00:00,-13
train_c,2181 days 01:00:00,-11
train_c,2181 days 02:00:00,-11
train_c,2181 days 03:00:00,-13
train_c,2181 days 04:00:00,-12
train_c,2181 days 05:00:00,-14
train_c,2181 days 06:00:00,-14
train_c,2181 days 07:00:00,-11
train_c,2181 days 08:00:00,-11
train_c,2181 days 09:00:00,-11
train_c,2181 days 10:00:00,-11
train_c,2181 days 11:00:00,-9
train_c,2181 days 12:00:00,-10
train_c,2181 days 13:00:00,-8
train_c,2181 days 14:00:00,-9
train_c,2181 days 15:00:00,-12
train_c,2181 days 16:00:00,-8
train_c,2181 days 17:00:00,-7
train_c,2181 days 18:00:00,-5
train_c,2181 days 19:00:00,-3
train_c,2181 days 20:00:00,-4
train_c,2181 days 21:00:00,-3
train_c,2181 days 22:00:00,-2
train_c,2181 days 23:00:00,-1
train_c,2182 days 00:00:00,-1
train_c,2182 days 01:00:00,-1
train_c,2182 days 02:00:00,-4
train_c,2182 days 03:00:00,-5
train_c,2182 days 04:00:00,-6
train_c,2182 days 05:00:00,-10
train_c,2182 days 06:00:00,-10
train_c,2182 days 07:00:00,-14
train_c,2182 days 08:00:00,-14
train_c,2182 days 09:00:00,-13
train_c,2182 days 10:00:00,-12
train_c,2182 days 11:00:00,-7
train_c,2182 days 12:00:00,-6
train_c,2182 days 13:00:00,-7
train_c,2182 days 14:00:00,-8
train_c,2182 days 15:00:00,-10
train_c,2182 days 16:00:00,-5
train_c,2182 days 17:00:00,-1
train_c,2182 days 18:00:00,-3
train_c,2182 days 19:00:00,-3
train_c,2182 days 20:00:00,-1
train_c,2182 days 21:00:00,2
train_c,2182 days 22:00:00,3
train_c,2182 days 23:00:00,0
train_c,2183 days 00:00:00,-6
train_c,2183 days 01:00:00,-22
train_c,2183 days 02:00:00,-33
train_c,2183 days 03:00:00,-31
train_c,2183 days 04:00:00,-23
train_c,2183 days 05:00:00,-26
train_c,2183 days 06:00:00,-23
train_c,2183 days 07:00:00,-22
train_c,2183 days 08:00:00,-20
train_c,2183 days 09:00:00,-18
train_c,2183 days 10:00:00,-17
train_c,2183 days 11:00:00,-13
train_c,2183 days 12:00:00,-10
train_c,2183 days 13:00:00,-11
train_c,2183 days 14:00:00,-15
train_c,2183 days 15:00:00,-15
train_c,2183 days 16:00:00,-16
train_c,2183 days 17:00:00,-15
train_c,2183 days 18:00:00,-14
train_c,2183 days 19:00:00,-13
train_c,2183 days 20:00:00,-17
train_c,2183 days 21:00:00,-19
train_c,2183 days 22:00:00,-18
train_c,2183 days 23:00:00,-26
train_c,2184 days 00:00:00,-31
train_c,2184 days 01:00:00,-31
train_c,2184 days 02:00:00,-25
train_c,2184 days 03:00:00,-22
train_c,2184 days 04:00:00,-23
train_c,2184 days 05:00:00,-23
train_c,2184 days 06:00:00,-21
train_c,2184 days 07:00:00,-18
train_c,2184 days 08:00:00,-17
train_c,2184 days 09:00:00,-15
train_c,2184 days 10:00:00,-15
train_c,2184 days 11:00:00,-20
train_c,2184 days 12:00:00,-24
train_c,2184 days 13:00:00,-23
train_c,2184 days 14:00:00,-24
train_c,2184 days 15:00:00,-24
train_c,2184 days 16:00:00,-22
train_c,2184 days 17:00:00,-22
train_c,2184 days 18:00:00,-21
train_c,2184 days 19:00:00,-19
train_c,2184 days 20:00:00,-16
train_c,2184 days 21:00:00,-16
train_c,2184 days 22:00:00,-13
train_c,2184 days 23:00:00,-10
train_c,2185 days 00:00:00,-10
train_c,2185 days 01:00:00,-13
train_c,2185 days 02:00:00,-13
train_c,2185 days 03:00:00,-10
train_c,2185 days 04:00:00,-8
train_c,2185 days 05:00:00,-9
train_c,2185 days 06:00:00,-9
train_c,2185 days 07:00:00,-9
train_c,2185 days 08:00:00,-10
train_c,2185 days 09:00:00,-9
train_c,2185 days 10:00:00,-9
train_c,2185 days 11:00:00,-10
train_c,2185 days 12:00:00,-7
train_c,2185 days 13:00:00,-6
train_c,2185 days 14:00:00,-6
train_c,2185 days 15:00:00,-6
train_c,2185 days 16:00:00,-7
train_c,2185 days 17:00:00,-8
train_c,2185 days 18:00:00,-7
train_c,2185 days 19:00:00,-7
train_c,2185 days 20:00:00,-5
train_c,2185 days 21:00:00,-3
train_c,2185 days 22:00:00,-5
train_c,2185 days 23:00:00,-6
train_c,2186 days 00:00:00,-6
train_c,2186 days 01:00:00,-6
train_c,2186 days 02:00:00,-5
train_c,2186 days 03:00:00,-4
train_c,2186 days 04:00:00,-4
train_c,2186 days 05:00:00,-3
train_c,2186 days 06:00:00,-3
train_c,2186 days 07:00:00,-3
train_c,2186 days 08:00:00,-4
train_c,2186 days 09:00:00,-3
train_c,2186 days 10:00:00,-6
train_c,2186 days 11:00:00,-8
train_c,2186 days 12:00:00,-6
train_c,2186 days 13:00:00,-5
train_c,2186 days 14:00:00,-4
train_c,2186 days 15:00:00,1
train_c,2186 days 16:00:00,3
train_c,2186 days 17:00:00,2
train_c,2186 days 18:00:00,-2
train_c,2186 days 19:00:00,-2
train_c,2186 days 20:00:00,-1
train_c,2186 days 21:00:00,1
train_c,2186 days 22:00:00,4
train_c,2186 days 23:00:00,4
train_c,2187 days 00:00:00,3
train_c,2187 days 01:00:00,2
train_c,2187 days 02:00:00,2
train_c,2187 days 03:00:00,1
train_c,2187 days 04:00:00,-4
train_c,2187 days 05:00:00,-5
train_c,2187 days 06:00:00,-6
train_c,2187 days 07:00:00,-7
train_c,2187 days 08:00:00,-8
train_c,2187 days 09:00:00,-7
train_c,2187 days 10:00:00,-7
train_c,2187 days 11:00:00,-8
train_c,2187 days 12:00:00,-10
train_c,2187 days 13:00:00,-11
train_c,2187 days 14:00:00,-11
train_c,2187 days 15:00:00,-10
train_c,2187 days 16:00:00,-8
train_c,2187 days 17:00:00,-7
train_c,2187 days 18:00:00,-4
train_c,2187 days 19:00:00,-1
train_c,2187 days 20:00:00,-2
train_c,2187 days 21:00:00,3
train_c,2187 days 22:00:00,5
train_c,2187 days 23:00:00,1
train_c,2188 days 00:00:00,0
train_c,2188 days 01:00:00,0
train_c,2188 days 02:00:00,2
train_c,2188 days 03:00:00,5
train_c,2188 days 04:00:00,5
train_c,2188 days 05:00:00,4
train_c,2188 days 06:00:00,-1
train_c,2188 days 07:00:00,-5
train_c,2188 days 08:00:00,-3
train_c,2188 days 09:00:00,-1
train_c,2188 days 10:00:00,2
train_c,2188 days 11:00:00,0
train_c,2188 days 12:00:00,-4
train_c,2188 days 13:00:00,-7
train_c,2188 days 14:00:00,-9
train_c,2188 days 15:00:00,-10
train_c,2188 days 16:00:00,-8
train_c,2188 days 17:00:00,-6
train_c,2188 days 18:00:00,-2
train_c,2188 days 19:00:00,3
train_c,2188 days 20:00:00,2
train_c,2188 days 21:00:00,-3
train_c,2188 days 22:00:00,-7
train_c,2188 days 23:00:00,-10
train_c,2189 days 00:00:00,-10
train_c,2189 days 01:00:00,-10
train_c,2189 days 02:00:00,-10
train_c,2189 days 03:00:00,-9
train_c,2189 days 04:00:00,-5
train_c,2189 days 05:00:00,-12
train_c,2189 days 06:00:00,-8
train_c,2189 days 07:00:00,-6
train_c,2189 days 08:00:00,-6
train_c,2189 days 09:00:00,-6
train_c,2189 days 10:00:00,-3
